1 1:-1.125925 2:0.197729 3:1.361189 4:-0.033571 5:-0.042412 6:-1.306686 7:-0.760668 8:-0.634050 9:-1.193743 10:-0.560314 11:-1.556985 12:0.192541 13:-1.141220 14:-0.494401 15:-0.730470 16:0.019124 17:-0.707738 18:3.629695 19:0.035739 20:-0.329673 21:0.033642 22:-0.115553 23:-0.838088 24:-0.481798 25:-0.203801 26:-0.305347 27:-0.064379 28:-0.399385 29:-0.355435 30:-0.444153 31:-0.337198 32:-0.415105 33:-0.274541 34:-0.419479 35:-0.298938 36:-0.574400 37:-0.710626 38:-0.255223 39:-0.373684 40:-0.539454 41:-0.459334 42:-0.204014 43:-0.995195 44:-0.180368 45:-0.300693 46:-0.208807 47:-0.928532 48:-0.322605 49:-0.568260 50:-1.695225 51:-1.128666 52:0.559999 53:-1.265974 54:-0.221118 55:-0.001664 56:0.000015 57:-0.000070 
1 1:0.967411 2:0.017242 3:0.795903 4:-0.033571 5:-0.427678 6:1.932606 7:0.364968 8:-0.278935 9:-1.193743 10:1.450062 11:3.142670 12:0.430900 13:6.015203 14:1.093998 15:1.003206 16:-0.196709 17:-0.408401 18:0.249156 19:0.515209 20:-0.329673 21:0.461662 22:-0.115553 23:1.994869 24:1.278217 25:-0.203801 26:-0.305347 27:-0.064379 28:-0.399385 29:-0.355435 30:-0.444153 31:-0.337198 32:-0.415105 33:-0.274541 34:-0.419479 35:-0.298938 36:-0.574400 37:-0.263842 38:-0.255223 39:-0.373684 40:-0.539454 41:-0.459334 42:-0.204014 43:-0.995195 44:-0.180368 45:-0.300693 46:-0.208807 47:-0.928532 48:-0.322605 49:-0.568260 50:0.005062 51:-1.128666 52:0.062916 53:1.176094 54:-0.014452 55:-0.000583 56:0.000866 57:0.001712 
1 1:-0.527829 2:-0.123137 3:1.643832 4:-0.033571 5:1.905324 6:0.891405 7:0.257764 8:-0.025281 9:6.372759 10:-0.025640 11:6.947153 12:-0.109380 13:0.179966 14:-0.494401 15:20.940477 16:-0.292634 17:-0.451163 18:2.759458 19:-0.141727 20:0.649732 21:-0.272087 22:-0.115553 23:6.804307 24:-0.236214 25:-0.203801 26:-0.305347 27:-0.064379 28:-0.399385 29:-0.355435 30:-0.444153 31:-0.337198 32:-0.415105 33:-0.274541 34:-0.419479 35:-0.298938 36:-0.574400 37:-0.710626 38:-0.255223 39:-0.373684 40:0.028425 41:-0.459334 42:-0.204014 43:2.768641 44:-0.180368 45:-0.238277 46:-0.144812 47:-0.928532 48:-0.322605 49:-0.425028 50:0.146753 51:-1.128666 52:-0.054621 53:1.230362 54:-0.178063 55:0.003163 56:0.009039 57:0.004636 
1 1:-1.125925 2:-0.123137 3:-1.222974 4:-0.033571 5:0.621103 6:-1.306686 7:0.900985 8:2.561985 9:2.471281 10:0.787065 11:5.380601 12:-0.331849 13:2.271843 14:-0.494401 15:-0.730470 16:0.007133 17:-0.707738 18:-0.688023 19:0.424919 20:-0.329673 21:-0.407966 22:-0.115553 23:-0.838088 24:-0.481798 25:-0.203801 26:-0.305347 27:-0.064379 28:-0.399385 29:-0.355435 30:-0.444153 31:-0.337198 32:-0.415105 33:-0.274541 34:-0.419479 35:-0.298938 36:-0.574400 37:-0.710626 38:-0.255223 39:-0.373684 40:-0.539454 41:-0.459334 42:-0.204014 43:-0.995195 44:-0.180368 45:-0.300693 46:-0.208807 47:-0.928532 48:-0.322605 49:-0.568260 50:0.069467 51:-1.128666 52:-0.224804 53:-1.265974 54:-0.221118 55:-0.001839 56:-0.000432 57:-0.000277 
1 1:-1.125925 2:-0.123137 3:-1.222974 4:-0.033571 5:0.621103 6:-1.306686 7:0.900985 8:2.561985 9:2.471281 10:0.787065 11:5.380601 12:-0.331849 13:2.271843 14:-0.494401 15:-0.730470 16:0.007133 17:-0.707738 18:-0.688023 19:0.424919 20:-0.329673 21:-0.407966 22:-0.115553 23:-0.838088 24:-0.481798 25:-0.203801 26:-0.305347 27:-0.064379 28:-0.399385 29:-0.355435 30:-0.444153 31:-0.337198 32:-0.415105 33:-0.274541 34:-0.419479 35:-0.298938 36:-0.574400 37:-0.710626 38:-0.255223 39:-0.373684 40:-0.539454 41:-0.459334 42:-0.204014 43:-0.995195 44:-0.180368 45:-0.300693 46:-0.208807 47:-0.928532 48:-0.322605 49:-0.568260 50:0.043705 51:-1.128666 52:-0.227253 53:-1.265974 54:-0.221118 55:-0.001839 56:-0.000432 57:-0.000277 
1 1:-1.125925 2:-0.123137 3:-1.222974 4:-0.033571 5:3.232353 6:-1.306686 7:-0.760668 8:8.751134 9:-1.193743 10:-0.560314 11:-1.556985 12:-0.824457 13:-1.141220 14:-0.494401 15:-0.730470 16:-0.364578 17:-0.707738 18:-0.688023 19:-0.565155 20:-0.329673 21:-0.618580 22:-0.115553 23:-0.838088 24:-0.481798 25:-0.203801 26:-0.305347 27:-0.064379 28:-0.399385 29:-0.355435 30:-0.444153 31:-0.337198 32:-0.415105 33:-0.274541 34:-0.419479 35:-0.298938 36:-0.574400 37:-0.710626 38:-0.255223 39:-0.373684 40:-0.539454 41:-0.459334 42:-0.204014 43:-0.995195 44:-0.180368 45:-0.300693 46:-0.208807 47:-0.928532 48:-0.322605 49:-0.568260 50:1.177230 51:-1.128666 52:-0.392539 53:-1.265974 54:-0.221118 55:-0.002266 56:-0.000964 57:-0.000602 
1 1:-1.125925 2:-0.123137 3:-1.222974 4:-0.033571 5:3.382179 6:-1.306686 7:-0.760668 8:-0.634050 9:-1.193743 10:0.808452 11:19.927155 12:1.209539 13:-1.141220 14:-0.494401 15:-0.730470 16:0.786527 17:-0.707738 18:0.383039 19:0.633520 20:-0.329673 21:-0.183765 22:-0.115553 23:-0.838088 24:-0.481798 25:-0.203801 26:-0.305347 27:-0.064379 28:-0.399385 29:-0.355435 30:-0.444153 31:-0.337198 32:-0.415105 33:-0.274541 34:-0.419479 35:-0.298938 36:-0.574400 37:-0.710626 38:-0.255223 39:-0.373684 40:-0.539454 41:-0.459334 42:-0.204014 43:-0.995195 44:-0.180368 45:-0.300693 46:-0.208807 47:-0.928532 48:-0.322605 49:-0.568260 50:-0.999653 51:-1.128666 52:-0.191747 53:-0.533354 54:-0.221118 55:-0.003324 56:-0.001198 57:-0.000464 
1 1:-1.125925 2:-0.123137 3:-1.222974 4:-0.033571 5:3.296564 6:-1.306686 7:-0.760668 8:8.903326 9:-1.193743 10:-0.560314 11:-1.556985 12:-0.824457 13:-1.141220 14:-0.494401 15:-0.730470 16:-0.364578 17:-0.707738 18:-0.688023 19:-0.565155 20:-0.329673 21:-0.618580 22:-0.115553 23:-0.838088 24:-0.481798 25:-0.203801 26:-0.305347 27:-0.064379 28:-0.399385 29:-0.355435 30:-0.444153 31:-0.337198 32:-0.415105 33:-0.274541 34:-0.419479 35:-0.298938 36:-0.574400 37:-0.710626 38:-0.255223 39:-0.373684 40:-0.539454 41:-0.459334 42:-0.204014 43:-0.995195 44:-0.180368 45:-0.300693 46:-0.208807 47:-0.928532 48:-0.322605 49:-0.568260 50:0.958253 51:-1.128666 52:-0.392539 53:-1.265974 54:-0.221118 55:-0.002704 56:-0.001049 57:-0.000614 
1 1:0.369315 2:-0.123137 3:0.634393 4:-0.033571 5:0.578295 6:-1.306686 7:0.847383 8:-0.634050 9:9.683104 10:1.065096 11:15.451292 12:0.637478 13:-1.141220 14:-0.494401 15:-0.730470 16:-0.364578 17:-0.707738 18:-0.185963 19:-0.182202 20:10.474381 21:0.740215 22:-0.115553 23:-0.838088 24:0.132161 25:-0.203801 26:-0.305347 27:-0.064379 28:-0.399385 29:-0.355435 30:-0.444153 31:-0.337198 32:-0.415105 33:0.265974 34:-0.419479 35:-0.298938 36:-0.574400 37:-0.710626 38:-0.255223 39:-0.373684 40:-0.539454 41:-0.459334 42:-0.204014 43:8.414395 44:-0.180368 45:-0.300693 46:-0.208807 47:-0.928532 48:-0.322605 49:-0.568260 50:1.795516 51:-1.128666 52:-0.170933 53:1.488136 54:-0.126396 55:0.003101 56:0.008187 57:0.002256 
1 1:-0.527829 2:-0.062975 3:1.886097 4:-0.033571 5:-0.320660 6:2.395362 7:1.276197 8:-0.634050 9:-0.484383 10:-0.560314 11:-1.556985 12:0.192541 13:1.611250 14:-0.494401 15:0.755538 16:-0.364578 17:-0.707738 18:-0.286375 19:-0.045210 20:-0.146034 21:-0.136207 22:-0.115553 23:0.413684 24:-0.481798 25:-0.203801 26:-0.305347 27:-0.064379 28:-0.399385 29:-0.355435 30:-0.444153 31:-0.337198 32:-0.415105 33:-0.274541 34:-0.419479 35:-0.298938 36:-0.574400 37:-0.710626 38:-0.255223 39:-0.373684 40:-0.539454 41:-0.459334 42:-0.204014 43:-0.995195 44:-0.015767 45:-0.300693 46:-0.208807 47:-0.928532 48:-0.322605 49:0.004669 50:-1.308796 51:-1.128666 52:-0.093800 53:-0.167044 54:-0.221118 55:-0.003277 56:-0.000368 57:0.001049 
1 1:-1.125925 2:-0.123137 3:-1.222974 4:-0.033571 5:-0.727330 6:-1.306686 7:4.385095 8:-0.634050 9:-1.193743 10:3.545985 11:19.927155 12:-0.824457 13:-1.141220 14:-0.494401 15:-0.730470 16:-0.364578 17:-0.707738 18:2.525163 19:0.630406 20:-0.329673 21:0.033642 22:-0.115553 23:-0.838088 24:-0.481798 25:-0.203801 26:-0.305347 27:-0.064379 28:-0.399385 29:-0.355435 30:-0.444153 31:-0.337198 32:-0.415105 33:-0.274541 34:-0.419479 35:-0.298938 36:-0.574400 37:-0.710626 38:-0.255223 39:-0.373684 40:8.546619 41:-0.459334 42:-0.204014 43:-0.995195 44:-0.180368 45:-0.300693 46:-0.208807 47:-0.928532 48:-0.322605 49:-0.568260 50:-1.695225 51:-1.128666 52:0.173107 53:-1.265974 54:-0.221118 55:-0.003609 56:-0.001156 57:-0.000681 
1 1:-1.125925 2:-0.123137 3:-0.213536 4:-0.033571 5:0.086010 6:1.585539 7:0.579374 8:-0.634050 9:-1.193743 10:-0.560314 11:1.128532 12:-0.633770 13:0.179966 14:-0.494401 15:-0.730470 16:-0.364578 17:-0.707738 18:-0.688023 19:-0.203996 20:-0.329673 21:-0.095444 22:-0.115553 23:-0.838088 24:-0.481798 25:-0.203801 26:-0.305347 27:-0.064379 28:-0.399385 29:-0.355435 30:-0.444153 31:-0.337198 32:-0.415105 33:-0.274541 34:-0.419479 35:-0.298938 36:-0.574400 37:-0.710626 38:-0.255223 39:-0.373684 40:-0.539454 41:-0.459334 42:-0.204014 43:-0.995195 44:-0.180368 45:-0.300693 46:-0.208807 47:-0.928532 48:-0.322605 49:-0.253149 50:-1.128462 51:-1.128666 52:0.419199 53:-1.265974 54:-0.221118 55:-0.003664 56:-0.001049 57:-0.000293 
1 1:-1.125925 2:0.222796 3:0.149862 4:-0.033571 5:0.000395 6:-1.306686 7:-0.760668 8:-0.634050 9:-1.193743 10:-0.560314 11:-1.556985 12:0.271994 13:-1.141220 14:-0.494401 15:-0.730470 16:0.043105 17:-0.707738 18:3.964402 19:0.085554 20:-0.329673 21:0.087994 22:-0.115553 23:-0.838088 24:-0.481798 25:-0.203801 26:-0.305347 27:-0.064379 28:-0.399385 29:-0.355435 30:-0.444153 31:-0.337198 32:-0.415105 33:-0.274541 34:-0.419479 35:-0.298938 36:-0.574400 37:-0.710626 38:-0.255223 39:-0.373684 40:-0.539454 41:-0.459334 42:-0.204014 43:-0.995195 44:-0.180368 45:-0.300693 46:-0.208807 47:-0.928532 48:-0.322605 49:-0.568260 50:-0.973891 51:-1.128666 52:0.569793 53:-1.265974 54:-0.221118 55:-0.001687 56:0.000015 57:-0.000111 
